id,武将名,英字名,家名,生年,没年,出典,確認状況,シナリオ1550,シナリオ1560,シナリオ1568,シナリオ1574,シナリオ1578,シナリオ1582
tsuda_nobuzumi,津田信澄,Tsuda Nobuzumi,oda,1555,1582,Wikidata / verified data,生没年確認,×,×,○,○,○,○
kanamori_nagachika,金森長近,Kanamori Nagachika,oda,1524,1608,Wikidata / verified data,生没年確認,○,○,○,○,○,○
mori_nagayoshi,森長可,Mori Nagayoshi,oda,1558,1584,Wikidata / verified data,生没年確認,×,×,×,○,○,○
sakuma_morimasa,佐久間盛政,Sakuma Morimasa,oda,1554,1583,Wikidata / verified data,生没年確認,×,×,○,○,○,○
fuwa_mitsuharu,不破光治,Fuwa Mitsuharu,oda,1550,1580,Wikidata / verified data,生没年確認,×,×,○,○,○,×
hachiya_yoritaka,蜂屋頼隆,Hachiya Yoritaka,oda,1534,1589,Wikidata / verified data,生没年確認,○,○,○,○,○,○
murai_sadakatsu,村井貞勝,Murai Sadakatsu,oda,1528,1582,Wikidata / verified data,生没年確認,○,○,○,○,○,○
miyoshi_masayasu,三好政康,Miyoshi Masayasu,miyoshi,,,未確認,未確認,?,?,?,?,?,?
miyoshi_masakatsu,三好政勝,Miyoshi Masakatsu,miyoshi,,,未確認,未確認,?,?,?,?,?,?
miyoshi_nagaharu,三好長治,Miyoshi Nagaharu,miyoshi,1553,1577,Wikidata / verified data,生没年確認,×,×,○,○,×,×
sogo_masayasu,十河存保,Sogo Masayasu,miyoshi,1554,1587,Wikidata / verified data,生没年確認,×,×,○,○,○,○
atagi_nobuyasu,安宅信康,Atagi Nobuyasu,miyoshi,1549,1578,Wikidata / verified data,生没年確認,×,×,○,○,○,×
matsunaga_hisamichi,松永久通,Matsunaga Hisamichi,miyoshi,1543,1577,Wikidata / verified data,生没年確認,×,○,○,○,×,×
miyoshi_yasunaga,三好康長,Miyoshi Yasunaga,miyoshi,1550,,Wikidata / verified data,一部確認,×,×,○,○,○,○
yusa_nobunori,遊佐信教,Yusa Nobunori,miyoshi,1548,,Wikidata / verified data,一部確認,×,×,○,○,○,○
kozai_motonari,香西元成,Kozai Motonari,miyoshi,1518,1560,Wikidata / verified data,生没年確認,○,○,×,×,×,×
shinohara_jiton,篠原自遁,Shinohara Jiton,miyoshi,1550,,Wikidata / verified data,一部確認,×,×,○,○,○,○
katsura_motozumi,桂元澄,Katsura Motozumi,mori,1500,1569,Wikidata / verified data,生没年確認,○,○,○,×,×,×
kodama_naritada,児玉就忠,Kodama Naritada,mori,1506,1562,Wikidata / verified data,生没年確認,○,○,×,×,×,×
kunishi_motosuke,国司元相,Kunishi Motosuke,mori,1492,1592,Wikidata / verified data,生没年確認,○,○,○,○,○,○
awaya_motohide,粟屋元秀,Awaya Motohide,mori,1450,,Wikidata / verified data,一部確認,○,○,○,○,○,○
akagawa_motoyasu,赤川元保,Akagawa Motoyasu,mori,,1567,Wikidata / verified data,一部確認,?,?,×,×,×,×
iida_mototsugu,飯田元親,Iida Mototsugu,mori,,,未確認,未確認,?,?,?,?,?,?
kumagai_nobunao,熊谷信直,Kumagai Nobunao,mori,1507,1593,Wikidata / verified data,生没年確認,○,○,○,○,○,○
sugi_motonobu,杉元宣,Sugi Motonobu,mori,,1589,Wikidata / verified data,一部確認,?,?,?,?,?,?
amano_motomasa,天野元政,Amano Motomasa,mori,1559,1609,Wikidata / verified data,生没年確認,×,×,×,○,○,○
otomo_yoshimune,大友義統,Otomo Yoshimune,otomo,1558,1610,Wikidata / verified data,生没年確認,×,×,×,○,○,○
shiga_chikamori,志賀親守,Shiga Chikamori,otomo,,,未確認,未確認,?,?,?,?,?,?
yoshihiro_shigenobu,吉弘鎮信,Yoshihiro Shigenobu,otomo,,1578,Wikidata / verified data,一部確認,?,?,?,?,?,×
sasa_shigekane,佐伯惟教,Sasa Shigekane,otomo,,1578,Wikidata / verified data,一部確認,?,?,?,?,?,×
saeki_korenori,佐伯惟定,Saeki Korenori,otomo,1569,1618,Wikidata / verified data,生没年確認,×,×,×,×,×,○
bekki_shigetsura,戸次鎮連,Bekki Shigetsura,otomo,1550,1586,Wikidata / verified data,生没年確認,×,×,○,○,○,○
takita_shigekane,田北鎮周,Takita Shigekane,otomo,1543,1578,Wikidata / verified data,生没年確認,×,○,○,○,○,×
yoshizumi_nobumasa,吉住信将,Yoshizumi Nobumasa,otomo,,,未確認,未確認,?,?,?,?,?,?
kutsukake_akikane,朽網鑑康,Kutsukake Akikane,otomo,1502,1586,Wikidata / verified data,生没年確認,○,○,○,○,○,○
tachibana_naotsugu,立花直次,Tachibana Naotsugu,otomo,1573,1617,Wikidata / verified data,生没年確認,×,×,×,×,×,×
shimazu_tadatsune,島津忠恒,Shimazu Tadatsune,shimazu,1576,1638,Wikidata / verified data,生没年確認,×,×,×,×,×,×
shimazu_tadanaga,島津忠長,Shimazu Tadanaga,shimazu,1551,1610,Wikidata / verified data,生没年確認,×,×,○,○,○,○
shimazu_mochihisa,島津以久,Shimazu Mochihisa,shimazu,1550,,Wikidata / verified data,一部確認,×,×,○,○,○,○
shimazu_hisamichi,島津久通,Shimazu Hisamichi,shimazu,,,未確認,未確認,?,?,?,?,?,?
ijuin_tadaaki,伊集院忠棟,Ijuin Tadaaki,shimazu,1541,1599,Wikidata / verified data,生没年確認,×,○,○,○,○,○
yamada_arinobu,山田有信,Yamada Arinobu,shimazu,1544,1609,Wikidata / verified data,生没年確認,×,○,○,○,○,○
kawakami_tadakata,川上忠克,Kawakami Tadakata,shimazu,1507,1592,Wikidata / verified data,生没年確認,○,○,○,○,○,○
hongo_tokihisa,北郷時久,Hongo Tokihisa,shimazu,1530,1596,Wikidata / verified data,生没年確認,○,○,○,○,○,○
ei_hisatora,頴娃久虎,Ei Hisatora,shimazu,1558,1587,Wikidata / verified data,生没年確認,×,×,×,○,○,○
kamata_masatoshi,鎌田政年,Kamata Masatoshi,shimazu,1514,1583,Wikidata / verified data,生没年確認,○,○,○,○,○,○
onodera_shigemichi,小野寺茂道,Onodera Shigemichi,onodera,,,未確認,未確認,?,?,?,?,?,?
otawara_tsunekiyo,大田原綱清,Otawara Tsunekiyo,nasu,1538,1590,Wikidata / verified data,生没年確認,×,○,○,○,○,○
ashikaga_haruji,足利晴氏,Ashikaga Haruji,koga_ashikaga,1508,1560,Wikidata / verified data,生没年確認,○,○,×,×,×,×
yanada_haruyoshi,簗田晴助,Yanada Haruyoshi,koga_ashikaga,1524,1594,Wikidata / verified data,生没年確認,○,○,○,○,○,○
sano_masatsuna,佐野昌綱,Sano Masatsuna,sano,1529,1574,Wikidata / verified data,生没年確認,○,○,○,○,×,×
daijo_kiyomoto,大掾清幹,Daijo Kiyomoto,daijo,1573,1590,Wikidata / verified data,生没年確認,×,×,×,×,×,×
edo_shigemichi,江戸重通,Edo Shigemichi,daijo,1556,1598,Wikidata / verified data,生没年確認,×,×,×,○,○,○
kawada_nagachika,河田長親,Kawada Nagachika,shiina,1545,1581,Wikidata / verified data,生没年確認,×,○,○,○,○,×
yamamoto_takatoshi,山本隆俊,Yamamoto Takatoshi,horiuchi,,,未確認,未確認,?,?,?,?,?,?
miura_sadamori,三浦貞盛,Miura Sadamori,miura,,1568,Wikidata / verified data,一部確認,?,?,?,×,×,×
maki_hisamasa,牧尚春,Maki Hisamasa,miura,,,未確認,未確認,?,?,?,?,?,?
motoyama_shigetoki,本山茂辰,Motoyama Shigetoki,motoyama,1525,1564,Wikidata / verified data,生没年確認,○,○,×,×,×,×
yoshida_shigeyasu,吉田重康,Yoshida Shigeyasu,motoyama,,,未確認,未確認,?,?,?,?,?,?
doi_kiyoyoshi,土居清良,Doi Kiyoyoshi,saionji,1546,1629,Wikidata / verified data,生没年確認,×,○,○,○,○,○
arima_harumasa,有馬晴信,Arima Harumasa,arima,1567,1612,Wikidata / verified data,生没年確認,×,×,×,×,×,○
goto_takaaki,後藤貴明,Goto Takaaki,omura,1534,1583,Wikidata / verified data,生没年確認,○,○,○,○,○,○
kamachi_akanobu,蒲池鑑盛,Kamachi Akanobu,kamachi,1520,1578,Wikidata / verified data,生没年確認,○,○,○,○,○,×
kamachi_shigeyuki,蒲池鎮漣,Kamachi Shigeyuki,kamachi,1547,1581,Wikidata / verified data,生没年確認,×,○,○,○,○,×
kikuchi_yoshitake,菊池義武,Kikuchi Yoshitake,kikuchi,1505,1554,Wikidata / verified data,生没年確認,○,×,×,×,×,×
joh_chikakata,城親賢,Joh Chikakata,kikuchi,,,未確認,未確認,?,?,?,?,?,?
aso_koremasa,阿蘇惟将,Aso Koremasa,aso,1520,1583,Wikidata / verified data,生没年確認,○,○,○,○,○,○
kai_chikatada,甲斐親直,Kai Chikatada,aso,1550,1583,Wikidata / verified data,生没年確認,×,×,○,○,○,○
ito_sukeyasu,伊東祐安,Ito Sukeyasu,ito,,1572,Wikidata / verified data,一部確認,?,?,?,×,×,×
oda_nobuhide,織田信秀,Oda Nobuhide,oda,1510,1551,公開史料照合,生没年確認,○,×,×,×,×,×
saito_dosan,斎藤道三,Saito Dosan,saito,1494,1556,公開史料照合,生没年確認,○,×,×,×,×,×
kuroda_kanbei,黒田官兵衛,Kuroda Kanbei,kodera,1546,1604,公開史料照合,生没年確認,×,○,○,○,○,○
todo_takatora,藤堂高虎,Todo Takatora,oda,1556,1630,公開史料照合,生没年確認,×,×,×,○,○,○
ishida_mitsunari,石田三成,Ishida Mitsunari,oda,1560,1600,公開史料照合,生没年確認,×,×,×,○,○,○
fukushima_masanori,福島正則,Fukushima Masanori,oda,1561,1624,公開史料照合,生没年確認,×,×,×,○,○,○
kato_kiyomasa,加藤清正,Kato Kiyomasa,oda,1562,1611,公開史料照合,生没年確認,×,×,×,×,○,○
date_masamune,伊達政宗,Date Masamune,date,1567,1636,公開史料照合,生没年確認,×,×,×,×,×,○
yamauchi_kazutoyo,山内一豊,Yamauchi Kazutoyo,oda,1545,1605,公開史料照合,生没年確認,×,○,○,○,○,○
kobayakawa_hideaki,小早川秀秋,Kobayakawa Hideaki,oda,1582,1602,公開史料照合,生没年確認,×,×,×,×,×,×
araki_murashige,荒木村重,Araki Murashige,oda,1535,1586,公開史料照合,生没年確認,○,○,○,○,○,○
kuroda_nagamasa,黒田長政,Kuroda Nagamasa,oda,1568,1623,公開史料照合,生没年確認,×,×,×,×,×,○
sengoku_hidehisa,仙石秀久,Sengoku Hidehisa,chosokabe,1552,1614,公開史料照合,生没年確認,×,×,○,○,○,○
kono_michinao_elder,河野通直（前代）,Kono Michinao (Elder),kono,1500,1572,公開史料照合,生没年確認,○,○,○,×,×,×
